framenumber,focal_fx,skew_s,principal_cx,principal_cy,rotation_r11,rotation_r12,rotation_r13,rotation_r21,rotation_r22,rotation_r23,rotation_r31,rotation_r32,rotation_r33,translation_t1,translation_t2,translation_t3
151,0.94251007,0.14550442,0.30067036,0.48936656,-0.063092522,0.96144545,-0.26749375,-0.97313404,-0.32801563,0.23316105,0.91539574,0.91305304,0.0,0,0,1.0
152,0.9458679,0.14276864,0.29129109,0.4934952,-0.062191356,0.96105927,-0.26908687,-0.97727418,-0.31838086,0.23642056,0.91795778,0.91310745,0.0,0,0,1.0
153,0.95012885,0.13869421,0.27913898,0.49799651,-0.060286738,0.96037018,-0.27196476,-0.97556484,-0.30581185,0.24158919,0.92088068,0.91386062,0.0,0,0,1.0
154,0.95498538,0.1338709,0.26453817,0.50237858,-0.059277922,0.96041602,-0.27202356,-0.97525722,-0.29049742,0.24411353,0.92516321,0.91439706,0.0,0,0,1.0
155,0.9582864,0.13577414,0.25129876,0.50688338,-0.064113937,0.95955837,-0.27394515,-0.97671592,-0.27834481,0.24642271,0.92828172,0.91429526,0.0,0,0,1.0
156,0.96042317,0.13829525,0.24157858,0.5102759,-0.068732031,0.95876426,-0.27560025,-0.97440207,-0.26974505,0.24810533,0.93036979,0.91502213,0.0,0,0,1.0
157,0.95222068,-0.040009852,0.30269733,-0.69289184,-0.018043842,0.98225248,0.18659309,-0.49983034,-0.30479634,-0.18314226,0.93461645,-0.25714117,0.0,0,0,1.0
158,0.96343482,0.13653566,0.23032498,0.51316887,-0.070381284,0.9590677,-0.27412412,-0.97245175,-0.25833839,0.24790686,0.93365413,0.91478509,0.0,0,0,1.0
159,0.96643877,0.135415,0.2180751,0.51332396,-0.073457472,0.95986861,-0.27048925,-0.97191292,-0.24596472,0.24540871,0.93764722,0.91402298,0.0,0,0,1.0
160,0.97032917,0.14247768,0.1950884,0.51672828,-0.087924667,0.96043146,-0.26409912,-0.97268456,-0.2250094,0.2391264,0.94450802,0.91006321,0.0,0,0,1.0
161,0.97155178,0.14680126,0.1855647,0.5176214,-0.09485513,0.96009958,-0.26290366,-0.97554529,-0.21676704,0.23783915,0.94675785,0.90697277,0.0,0,0,1.0
162,0.97281355,0.15080647,0.17546815,0.51908046,-0.10133562,0.95946765,-0.26279271,-0.97509593,-0.20799832,0.23788339,0.94871157,0.90396369,0.0,0,0,1.0
163,0.97450066,0.15208749,0.16466822,0.52109939,-0.10487062,0.95856327,-0.26469871,-0.97369802,-0.19811331,0.24069662,0.95011646,0.90099496,0.0,0,0,1.0
164,0.97622788,0.15171243,0.15446693,0.52179146,-0.10639667,0.95748395,-0.26797521,-0.97218835,-0.18856545,0.24518678,0.95091087,0.89749634,0.0,0,0,1.0
165,0.97698271,0.15636708,0.14474623,0.52516544,-0.11336716,0.95661509,-0.26821992,-0.97171474,-0.18041752,0.24565348,0.95237005,0.89357877,0.0,0,0,1.0
166,0.97745782,0.16077691,0.13647208,0.52741551,-0.12020991,0.95645529,-0.26579988,-0.97203797,-0.17327397,0.24341944,0.95426828,0.88971382,0.0,0,0,1.0
167,0.97813624,0.16530807,0.12577961,0.53016537,-0.12768891,0.95610124,-0.26357636,-0.97148114,-0.16383898,0.24176942,0.95635194,0.88558477,0.0,0,0,1.0
168,0.95105404,-0.040034875,0.30634001,-0.69345522,-0.01686961,0.98334086,0.18088263,-0.50068825,-0.3084839,-0.17719947,0.93455207,-0.25458339,0.0,0,0,1.0
169,0.97931319,0.16723989,0.11346351,0.53239131,-0.13347062,0.95677125,-0.25822589,-0.96825695,-0.15175346,0.23775631,0.95934731,0.88273764,0.0,0,0,1.0
170,0.98089665,0.16683242,0.09952987,0.53416866,-0.13693421,0.95717806,-0.25488296,-0.97113132,-0.13779913,0.23640111,0.96178484,0.87847853,0.0,0,0,1.0
171,0.98162311,0.17038333,0.08534158,0.53676409,-0.14391991,0.95638931,-0.253993,-0.96904266,-0.12490398,0.23705938,0.96338254,0.8755759,0.0,0,0,1.0
172,0.98200542,0.17389357,0.072963998,0.53939736,-0.15014371,0.95505732,-0.25539762,-0.96934837,-0.11410441,0.23986335,0.9640277,0.8723495,0.0,0,0,1.0
173,0.98263371,0.17466383,0.061812107,0.54104471,-0.15362103,0.9545635,-0.25517553,-0.96605718,-0.10358067,0.24126513,0.96486562,0.86922479,0.0,0,0,1.0
174,0.98331654,0.17423891,0.051246867,0.54127342,-0.15596154,0.95468062,-0.25331074,-0.96426296,-0.093067676,0.24110888,0.96597534,0.86624318,0.0,0,0,1.0
175,0.98382115,0.17455111,0.039047197,0.54227942,-0.15910837,0.95377785,-0.25475019,-0.96315056,-0.081715502,0.24443285,0.96616691,0.86344403,0.0,0,0,1.0
176,0.98441803,0.17380258,0.024708511,0.54294038,-0.161946,0.95342195,-0.25429311,-0.96203345,-0.067760058,0.2463464,0.9667601,0.8599745,0.0,0,0,1.0
177,0.98406476,0.17717889,0.011004142,0.54473931,-0.16869843,0.95266789,-0.25272489,-0.95994967,-0.05526587,0.24685837,0.96742421,0.85706449,0.0,0,0,1.0
178,0.98432851,0.17604676,-0.00132503,0.54707658,-0.17076008,0.95289177,-0.25048542,-0.95908475,-0.042839061,0.24680339,0.96806812,0.85498208,0.0,0,0,1.0
179,0.94973379,-0.040871266,0.31029999,-0.69257957,-0.013703935,0.98503697,0.17168726,-0.50294131,-0.31267977,-0.16731168,0.93498021,-0.25019249,0.0,0,0,1.0
180,0.9845503,0.17420948,-0.014438048,0.54862231,-0.17224705,0.95274633,-0.25002003,-0.9568851,-0.029804001,0.24866152,0.96808153,0.85283393,0.0,0,0,1.0
181,0.98423606,0.17441107,-0.027509196,0.5508669,-0.17573045,0.95247304,-0.24863333,-0.95615911,-0.017166028,0.24956544,0.96815532,0.84967279,0.0,0,0,1.0
182,0.98370677,0.17532752,-0.038445488,0.55165535,-0.17937113,0.95235378,-0.24648096,-0.95628917,-0.006604112,0.24937831,0.96833318,0.8471083,0.0,0,0,1.0
183,0.98371917,0.17229299,-0.050084773,0.55308002,-0.1793398,0.95275116,-0.24496421,-0.95638037,0.005510327,0.2499755,0.96818596,0.84467661,0.0,0,0,1.0
184,0.98404074,0.1663198,-0.062437713,0.55294555,-0.17661428,0.95382792,-0.24274422,-0.95608902,0.01917989,0.2499149,0.96802717,0.8422702,0.0,0,0,1.0
185,0.98304456,0.16739057,-0.074165121,0.55452538,-0.18058889,0.95318198,-0.24235652,-0.95463455,0.030123398,0.25165805,0.9672966,0.84105319,0.0,0,0,1.0
186,0.98220146,0.16741455,-0.084553294,0.55695397,-0.18327038,0.95250756,-0.24299373,-0.95412773,0.03985614,0.2541824,0.96628386,0.8392505,0.0,0,0,1.0
187,0.98161781,0.16533703,-0.094799325,0.55791253,-0.18383838,0.95260227,-0.24219228,-0.95263392,0.050262321,0.25518551,0.96553385,0.83767807,0.0,0,0,1.0
188,0.98040813,0.16611513,-0.1053672,0.55857182,-0.18724637,0.95222539,-0.24106067,-0.95189208,0.06028958,0.25608495,0.96472126,0.83623123,0.0,0,0,1.0
189,0.97814322,0.16597015,-0.12484416,0.5592432,-0.1920833,0.95153582,-0.23997472,-0.95117885,0.078965962,0.25872782,0.9626658,0.83393556,0.0,0,0,1.0
190,0.94852161,-0.040754132,0.31400082,-0.69447607,-0.012765484,0.98593533,0.16652516,-0.50517827,-0.31637689,-0.16196312,0.9346782,-0.24753954,0.0,0,0,1.0
191,0.97716105,0.16409795,-0.13462561,0.56018144,-0.1927157,0.95171922,-0.23873673,-0.95156121,0.088950977,0.25924653,0.96165478,0.8326605,0.0,0,0,1.0
192,0.97525686,0.16581276,-0.14586225,0.55840266,-0.19745424,0.95050347,-0.23970579,-0.9505257,0.098898128,0.26259387,0.95977318,0.83160967,0.0,0,0,1.0
193,0.97315055,0.16834821,-0.15662858,0.56018925,-0.20282176,0.94935668,-0.23976873,-0.94830984,0.10833399,0.2651169,0.95805919,0.83161873,0.0,0,0,1.0
194,0.97198993,0.16721074,-0.1648383,0.55875152,-0.20361127,0.94985878,-0.23709595,-0.94831926,0.11693075,0.26403588,0.95734674,0.83052236,0.0,0,0,1.0
195,0.97010773,0.16776134,-0.17504965,0.55928367,-0.20683986,0.94930714,-0.23650934,-0.94885123,0.12650187,0.26566496,0.95567769,0.83019596,0.0,0,0,1.0
196,0.96843714,0.16617219,-0.18550377,0.56001586,-0.20826069,0.94879156,-0.23732938,-0.94791627,0.13657045,0.26849008,0.95349985,0.83002841,0.0,0,0,1.0
197,0.96599263,0.17225198,-0.1925685,0.56094843,-0.21602011,0.94732171,-0.23626222,-0.94441348,0.1417315,0.26984474,0.95236349,0.83053541,0.0,0,0,1.0
198,0.96527648,0.16860749,-0.199268,0.55867952,-0.21398593,0.94829774,-0.23418862,-0.94638705,0.14948361,0.2687158,0.95149708,0.82935286,0.0,0,0,1.0
199,0.96294165,0.1722841,-0.20726001,0.55945837,-0.21975796,0.9470849,-0.23375098,-0.94463462,0.15602572,0.27065414,0.94989598,0.82957095,0.0,0,0,1.0
200,0.96105713,0.1725838,-0.21559042,0.55774009,-0.22232868,0.94658595,-0.23334032,-0.94354039,0.16380894,0.27220392,0.94814104,0.82916361,0.0,0,0,1.0
201,0.94759083,-0.039906047,0.31690645,-0.69488817,-0.011980133,0.9870072,0.16010906,-0.50678384,-0.31918421,-0.1555163,0.93481851,-0.24583195,0.0,0,0,1.0
202,0.95935911,0.17377649,-0.22209701,0.56011754,-0.22515947,0.94618112,-0.23226582,-0.94423229,0.16978677,0.27285218,0.94690222,0.82925367,0.0,0,0,1.0
203,0.95812809,0.17107773,-0.22938649,0.55750984,-0.22444001,0.94652891,-0.23154375,-0.9438495,0.17751442,0.27335075,0.94533992,0.82864434,0.0,0,0,1.0
204,0.95602173,0.17042539,-0.23847987,0.55808514,-0.22631925,0.9461903,-0.23109691,-0.94370079,0.18626849,0.27492508,0.94319648,0.82865059,0.0,0,0,1.0
205,0.95393974,0.17077041,-0.24643666,0.55706525,-0.22854945,0.94614929,-0.22906011,-0.9445321,0.19405551,0.27485144,0.94164658,0.82835603,0.0,0,0,1.0
206,0.95197833,0.17117135,-0.25363708,0.55750984,-0.23086104,0.94579309,-0.22821064,-0.94584656,0.20083182,0.27582559,0.93993932,0.82852769,0.0,0,0,1.0
207,0.95001751,0.17037424,-0.26140636,0.55684143,-0.2321794,0.94564998,-0.22746462,-0.9450689,0.20845187,0.27680767,0.93798947,0.82854068,0.0,0,0,1.0
208,0.9475686,0.17080934,-0.26987308,0.5571174,-0.23460402,0.94558042,-0.22525413,-0.94368017,0.21671879,0.27677625,0.93612307,0.82917553,0.0,0,0,1.0
209,0.94509667,0.1723792,-0.27743679,0.55614549,-0.23784582,0.94533622,-0.22286737,-0.94401962,0.22386123,0.27663752,0.93448174,0.82916903,0.0,0,0,1.0
210,0.94251657,0.17392452,-0.28514239,0.55643278,-0.24139142,0.94471991,-0.22166482,-0.94492942,0.23083501,0.2777729,0.93244606,0.82930493,0.0,0,0,1.0
211,0.94004905,0.17458676,-0.29278088,0.55510437,-0.24410132,0.94425136,-0.22069068,-0.94620705,0.2379377,0.27894753,0.93030745,0.82846045,0.0,0,0,1.0
212,0.94669259,-0.038194198,0.31978834,-0.69626755,-0.011354349,0.98834848,0.15165672,-0.50721961,-0.32186073,-0.14720494,0.93524623,-0.24371405,0.0,0,0,1.0
213,0.93427044,0.17546007,-0.31023476,0.55522794,-0.24952771,0.9434945,-0.21783921,-0.94704354,0.25449216,0.28095233,0.92530924,0.82822943,0.0,0,0,1.0
214,0.93182176,0.17028038,-0.3203212,0.55553508,-0.24727723,0.94418448,-0.21741502,-0.94845861,0.26543084,0.28181964,0.92196614,0.82820082,0.0,0,0,1.0
215,0.92816961,0.17272298,-0.32948506,0.55444556,-0.25192687,0.94348723,-0.21509124,-0.94923794,0.27372417,0.2826668,0.91927773,0.8279857,0.0,0,0,1.0
216,0.92386502,0.17782806,-0.33873692,0.55381334,-0.25933093,0.94200665,-0.21276715,-0.9509815,0.28126726,0.28443283,0.91645151,0.8272137,0.0,0,0,1.0
217,0.92010999,0.17617074,-0.34964764,0.55486101,-0.26095089,0.94167912,-0.21223563,-0.94843662,0.29187745,0.28654075,0.91246837,0.82830042,0.0,0,0,1.0
218,0.91641337,0.17322022,-0.3606565,0.55187792,-0.26120439,0.9418031,-0.21137086,-0.94793046,0.30306557,0.28792799,0.90837473,0.82735443,0.0,0,0,1.0
219,0.9123925,0.17375636,-0.37045887,0.54894811,-0.26406682,0.94159406,-0.2087279,-0.95135903,0.31256649,0.28828767,0.90503478,0.82540518,0.0,0,0,1.0
220,0.90668947,0.17884509,-0.38186297,0.54639328,-0.27231935,0.93974006,-0.20646611,-0.95356655,0.32193938,0.29120955,0.90080369,0.8240217,0.0,0,0,1.0
221,0.90127528,0.17719428,-0.39521518,0.54346579,-0.27482596,0.93918931,-0.20564835,-0.95578307,0.33475572,0.29398164,0.89521408,0.82252955,0.0,0,0,1.0
222,0.89606512,0.18169677,-0.40489915,0.54248524,-0.28171673,0.9378044,-0.20262069,-0.96267951,0.3429147,0.29564881,0.89156932,0.81990701,0.0,0,0,1.0
223,0.96207511,-0.02885453,0.27116609,-0.67598838,-0.037888579,0.9705795,0.237703,-0.48617265,-0.27005213,-0.23896657,0.93269396,-0.28153753,0.0,0,0,1.0
224,0.9454596,-0.035109397,0.32376504,-0.6986056,-0.012429811,0.9895376,0.14360353,-0.50595379,-0.3254256,-0.13979708,0.93514913,-0.24001969,0.0,0,0,1.0
225,0.88994449,0.1919381,-0.41357937,0.54305285,-0.29343948,0.93532991,-0.19734982,-0.98044062,0.34896863,0.29701167,0.88876247,0.8141374,0.0,0,0,1.0
226,0.88462609,0.19224219,-0.42469814,0.54144537,-0.29718474,0.93441987,-0.19605173,-0.98767728,0.35917205,0.2996673,0.8837921,0.81106848,0.0,0,0,1.0
227,0.88057882,0.18638007,-0.43558225,0.54503143,-0.29514712,0.93494546,-0.19662273,-0.98359406,0.3706148,0.30172381,0.87835097,0.81219965,0.0,0,0,1.0
228,0.87583786,0.1859764,-0.44520667,0.54796094,-0.29749331,0.93457317,-0.19484784,-0.9870671,0.37985739,0.3031224,0.87390959,0.81139702,0.0,0,0,1.0
229,0.87037438,0.19250663,-0.45307544,0.54627955,-0.30691114,0.93176341,-0.19369221,-0.99550575,0.38488862,0.30766022,0.87011367,0.80776578,0.0,0,0,1.0
230,0.86353236,0.20673463,-0.4598479,0.54670233,-0.32292631,0.92718542,-0.18957633,-1.0210391,0.38718909,0.31222418,0.86746317,0.79905999,0.0,0,0,1.0
231,0.85979354,0.20483635,-0.46763679,0.54547113,-0.32275125,0.92776436,-0.18702501,-1.0274746,0.3955645,0.31175512,0.86384535,0.79619616,0.0,0,0,1.0
232,0.85560054,0.20676211,-0.47442999,0.5463292,-0.32592919,0.92732716,-0.18365043,-1.0331688,0.40199745,0.31178391,0.86085969,0.7939294,0.0,0,0,1.0
233,0.85280645,0.20076092,-0.48197752,0.54672879,-0.3220481,0.92882204,-0.18294154,-1.0267112,0.41096196,0.31125563,0.85680819,0.7958504,0.0,0,0,1.0
234,0.84253895,0.20780978,-0.49681908,0.54978323,-0.32920167,0.9288134,-0.16977789,-1.0402782,0.42618972,0.30661988,0.85102081,0.7914933,0.0,0,0,1.0
235,0.94446522,-0.03257988,0.32691598,-0.69787031,-0.013175707,0.99049479,0.13677549,-0.50279331,-0.32827088,-0.13348828,0.93507653,-0.2378404,0.0,0,0,1.0
236,0.83901644,0.20107897,-0.50547427,0.55318689,-0.32367551,0.9312942,-0.16678482,-1.03106,0.43722808,0.30356652,0.8465035,0.79595494,0.0,0,0,1.0
237,0.83541918,0.19560151,-0.51351744,0.55640858,-0.32100093,0.93215203,-0.16716079,-1.0197886,0.44599962,0.30451062,0.84157372,0.8013081,0.0,0,0,1.0
238,0.83200771,0.19698073,-0.5185042,0.55682039,-0.32287857,0.93206334,-0.16400826,-1.0200421,0.45099282,0.30389178,0.83913267,0.8007983,0.0,0,0,1.0
239,0.82185906,0.1963511,-0.53467613,0.5543707,-0.32564616,0.93209404,-0.15825945,-1.0217354,0.46731541,0.30420399,0.83003843,0.80348772,0.0,0,0,1.0
240,0.8191238,0.18776068,-0.54191017,0.55320311,-0.32001877,0.93370771,-0.16021329,-1.0071456,0.47592577,0.3046777,0.82495648,0.8088935,0.0,0,0,1.0
241,0.815714,0.18832693,-0.54683429,0.5511741,-0.3206192,0.93412077,-0.15656184,-1.0041004,0.48134673,0.30305704,0.82240415,0.8128351,0.0,0,0,1.0
242,0.8120681,0.18570073,-0.5531224,0.54905093,-0.32124376,0.93363255,-0.15818469,-1.0006714,0.4870607,0.30616599,0.81787586,0.81656319,0.0,0,0,1.0
243,0.80777931,0.15662533,-0.56819439,0.56018859,-0.30440918,0.93633211,-0.17466162,-0.94069844,0.50468564,0.31407425,0.80407453,0.84564757,0.0,0,0,1.0
244,0.80606151,0.15086307,-0.57217926,0.55746394,-0.30145672,0.93671542,-0.17770024,-0.92109388,0.50918436,0.31574726,0.8005752,0.85590935,0.0,0,0,1.0
245,0.80345726,0.14997494,-0.5760622,0.55610901,-0.30333883,0.93577284,-0.17945418,-0.9240995,0.51217359,0.31894875,0.79739285,0.85957569,0.0,0,0,1.0
246,0.94441485,-0.033702344,0.32694733,-0.69489545,-0.011047937,0.99089265,0.13405561,-0.50629073,-0.32849386,-0.13021734,0.93545932,-0.23497212,0.0,0,0,1.0
247,0.79966736,0.14701675,-0.58206666,0.55438131,-0.30306739,0.93575275,-0.18001579,-0.9245106,0.51822942,0.32038128,0.79289299,0.86388052,0.0,0,0,1.0
248,0.79152131,0.15053843,-0.5922125,0.55253708,-0.31760007,0.92928708,-0.18826562,-0.92602241,0.52201867,0.33712709,0.78340715,0.87315661,0.0,0,0,1.0
249,0.78763974,0.15082881,-0.59729171,0.5492835,-0.32247034,0.92701936,-0.19114387,-0.92763186,0.52489567,0.34318599,0.7788406,0.87607461,0.0,0,0,1.0
250,0.7831583,0.14706515,-0.60408413,0.54698497,-0.32311958,0.92632747,-0.19338803,-0.92691457,0.53116417,0.34666964,0.77302599,0.8795802,0.0,0,0,1.0
251,0.77470964,0.14232729,-0.61599571,0.54226094,-0.32533523,0.9251278,-0.19540516,-0.92643929,0.54208875,0.35181239,0.76305425,0.88827848,0.0,0,0,1.0
252,0.76950932,0.14048439,-0.62289846,0.53933334,-0.32616842,0.92506635,-0.19430378,-0.92913222,0.54895151,0.35271344,0.75771308,0.89133602,0.0,0,0,1.0
253,0.76387972,0.1388905,-0.63014275,0.53851742,-0.32893458,0.92391807,-0.19510224,-0.93041384,0.55512857,0.35633576,0.75149214,0.89573425,0.0,0,0,1.0
254,0.75336987,0.13828889,-0.64280057,0.53253192,-0.3356289,0.92150521,-0.19511181,-0.93135625,0.56538904,0.36275959,0.74069166,0.90325361,0.0,0,0,1.0
255,0.7455321,0.13427164,-0.65271401,0.52782834,-0.33862516,0.91988927,-0.1975444,-0.93164831,0.57392722,0.36832717,0.73131788,0.91031855,0.0,0,0,1.0
256,0.74252838,0.13160574,-0.65666872,0.52576178,-0.33763239,0.92029876,-0.19733563,-0.93329126,0.57838845,0.36826614,0.72782522,0.9125427,0.0,0,0,1.0
257,0.94372213,-0.033791684,0.32893163,-0.69562274,-0.009687721,0.99149245,0.12965186,-0.50712776,-0.33052075,-0.12554295,0.93538415,-0.231223,0.0,0,0,1.0
258,0.7401017,0.12965201,-0.65978932,0.5218491,-0.3356767,0.92141092,-0.19547324,-0.93329161,0.58262146,0.36617208,0.72550178,0.9140417,0.0,0,0,1.0
259,0.73575604,0.12407736,-0.66569501,0.52116644,-0.33605158,0.92032802,-0.19988,-0.93606138,0.58788532,0.37079719,0.71887583,0.92303759,0.0,0,0,1.0
260,0.73372614,0.11914278,-0.66882938,0.52038133,-0.33501524,0.91987765,-0.20365669,-0.93838072,0.59100521,0.37352288,0.71489519,0.92520458,0.0,0,0,1.0
261,0.72844118,0.11575387,-0.67517096,0.52184522,-0.32849926,0.92387724,-0.19602269,-0.93809921,0.6011138,0.36461034,0.71105754,0.9317748,0.0,0,0,1.0
262,0.72543412,0.11579583,-0.6783936,0.52072865,-0.32779869,0.92483169,-0.19266622,-0.94408125,0.60511929,0.36216933,0.70890421,0.93299156,0.0,0,0,1.0
263,0.71757954,0.11354427,-0.68707228,0.52433157,-0.32856834,0.92505169,-0.19028339,-0.94731259,0.61400169,0.36231992,0.70114696,0.9401173,0.0,0,0,1.0
264,0.71083879,0.11172947,-0.69433838,0.52635086,-0.32999766,0.92480087,-0.18902364,-0.9518429,0.62103558,0.36352175,0.69429618,0.94230306,0.0,0,0,1.0
265,0.69065088,0.10430707,-0.71554345,0.53638399,-0.3321487,0.92468429,-0.18579765,-0.95235837,0.64230353,0.36601472,0.67331982,0.95540196,0.0,0,0,1.0
266,0.67934084,0.1004941,-0.7268272,0.5433144,-0.33253875,0.92512155,-0.18289952,-0.94491494,0.65405577,0.36597595,0.6619308,0.96685094,0.0,0,0,1.0
267,0.6589691,0.095949203,-0.74594516,0.55337346,-0.33228973,0.9268654,-0.17432232,-0.94935334,0.67469841,0.36276928,0.64269722,0.97811699,0.0,0,0,1.0
268,0.94318557,-0.031353746,0.33070707,-0.69480956,-0.010865645,0.99207169,0.12504539,-0.50887418,-0.33201218,-0.12153527,0.93538517,-0.22874586,0.0,0,0,1.0
269,0.64606905,0.093179129,-0.75749135,0.55628091,-0.3351877,0.92626643,-0.17194101,-0.95611268,0.68565184,0.36501405,0.62970245,0.97962123,0.0,0,0,1.0
270,0.62549847,0.090448953,-0.7748878,0.5678612,-0.34547228,0.92262256,-0.17117329,-0.95287758,0.69948179,0.37479803,0.60838324,0.99368602,0.0,0,0,1.0
271,0.59572613,0.087113105,-0.79837477,0.57732064,-0.35091534,0.92236489,-0.16119893,-0.95787013,0.72238684,0.37621945,0.58008116,1.0033456,0.0,0,0,1.0
272,0.58195502,0.088857904,-0.8082779,0.58247662,-0.36153343,0.91858363,-0.15931457,-0.96623069,0.72835141,0.38496101,0.56673354,1.006505,0.0,0,0,1.0
273,0.56175768,0.085176229,-0.82283258,0.59427518,-0.36711207,0.91698837,-0.15570599,-0.96527088,0.74130327,0.38956869,0.54642755,1.0190555,0.0,0,0,1.0
274,0.529697,0.081422828,-0.84419888,0.60691828,-0.37823704,0.91353995,-0.14921291,-0.97747588,0.75909895,0.39837319,0.51472771,1.0324062,0.0,0,0,1.0
275,0.50904804,0.079999536,-0.85694242,0.61720335,-0.38055116,0.91392398,-0.14073594,-0.97571099,0.77196127,0.39778003,0.49570528,1.0430765,0.0,0,0,1.0
276,0.49360013,0.080393784,-0.86589569,0.62251306,-0.38226858,0.91436344,-0.13301349,-0.98153859,0.78109062,0.39668846,0.48209134,1.0482185,0.0,0,0,1.0
277,0.46465719,0.074928597,-0.88224649,0.63086891,-0.39192119,0.91083747,-0.12905486,-0.99177682,0.79395467,0.40576616,0.45262095,1.0596554,0.0,0,0,1.0
278,0.44292861,0.066560432,-0.89401543,0.64009047,-0.39832655,0.90795612,-0.12974392,-0.99559528,0.80313313,0.41360658,0.42869893,1.068688,0.0,0,0,1.0
279,0.94299197,-0.030834779,0.33130682,-0.69293791,-0.009608453,0.99273854,0.11974246,-0.51539892,-0.3325997,-0.11610029,0.93586659,-0.22580667,0.0,0,0,1.0
280,0.42739955,0.06665685,-0.90153527,0.64809644,-0.40179482,0.90731251,-0.12339514,-0.99752837,0.8097918,0.41500056,0.41459295,1.0749143,0.0,0,0,1.0
281,0.39311492,0.062936746,-0.91726702,0.65538675,-0.39457509,0.91260803,-0.10648297,-1.0047359,0.83044744,0.40381926,0.38361675,1.0819621,0.0,0,0,1.0
282,0.36313638,0.053917624,-0.93010968,0.65794885,-0.38983911,0.91546708,-0.099129498,-1.0135267,0.84618491,0.39861873,0.35348037,1.0851874,0.0,0,0,1.0
283,0.33236963,0.047777429,-0.94187427,0.66224974,-0.38562819,0.91823858,-0.089498304,-1.029525,0.86063498,0.39298722,0.32363883,1.0900543,0.0,0,0,1.0
284,0.31241506,0.038961973,-0.94908261,0.66602468,-0.38338307,0.9192788,-0.0884578,-1.0361876,0.86907148,0.39152509,0.30215257,1.0937023,0.0,0,0,1.0
285,0.28888702,0.033586673,-0.9567104,0.66968745,-0.37410983,0.92381686,-0.080529474,-1.0444609,0.88116783,0.38120523,0.27946097,1.0961356,0.0,0,0,1.0
286,0.26375595,0.019406095,-0.96433103,0.67591876,-0.36888993,0.92576128,-0.082261339,-1.054894,0.8911922,0.3774552,0.25134909,1.1063341,0.0,0,0,1.0
287,0.24009833,0.006012059,-0.97066683,0.68017846,-0.36541355,0.92692453,-0.084640749,-1.0662813,0.89927506,0.37504303,0.22476366,1.1119175,0.0,0,0,1.0
288,0.22282183,-0.015014756,-0.97468066,0.68124253,-0.36457929,0.92597783,-0.097606234,-1.0700698,0.90404749,0.37712339,0.20086628,1.1098428,0.0,0,0,1.0
289,0.20276274,-0.025939459,-0.97882152,0.68166882,-0.36653215,0.92490375,-0.10043279,-1.0787498,0.90797061,0.3791599,0.17803921,1.1117302,0.0,0,0,1.0
290,0.94229317,-0.026690161,0.33364651,-0.68946022,-0.006831444,0.99505454,0.098893166,-0.5138011,-0.33464244,-0.095465794,0.93746936,-0.21867612,0.0,0,0,1.0
291,0.15590677,-0.019767651,-0.98751146,0.6831736,-0.3774437,0.92267168,-0.07805495,-1.0821304,0.91274214,0.3849259,0.13639784,1.1269633,0.0,0,0,1.0
292,0.13143648,-0.017274119,-0.99111158,0.6815055,-0.37987909,0.92258078,-0.066452421,-1.0856555,0.91557896,0.3852635,0.11470561,1.1270878,0.0,0,0,1.0
293,0.098851338,-0.009672879,-0.99499273,0.68034577,-0.38025865,0.9236325,-0.046752322,-1.0866096,0.91951078,0.38300252,0.087629318,1.1324898,0.0,0,0,1.0
294,0.074461952,0.000328857,-0.99716115,0.68136477,-0.38382107,0.92290699,-0.028351991,-1.0799725,0.92032868,0.38486907,0.068851717,1.1455806,0.0,0,0,1.0
295,0.051221449,0.004772793,-0.9986133,0.68328732,-0.37850663,0.92541242,-0.014986556,-1.0795751,0.92410868,0.37877524,0.049210269,1.1555468,0.0,0,0,1.0
296,0.038132779,0.005754334,-0.99919337,0.68692827,-0.38076982,0.92455906,-0.009201912,-1.0827558,0.92381138,0.38083959,0.037449133,1.1583394,0.0,0,0,1.0
297,0.038225926,0.001974598,-0.99920422,0.69244927,-0.38298842,0.92359889,-0.012821433,-1.0863589,0.92288971,0.38319999,0.036063652,1.1434385,0.0,0,0,1.0
298,0.039884225,0.004944983,-0.999129,0.70000142,-0.38240388,0.92386806,-0.010687581,-1.0817261,0.92306161,0.38252327,0.038740888,1.1420193,0.0,0,0,1.0
299,0.022065071,0.030050276,-0.99924129,0.72289085,-0.3780199,0.92552698,0.01949105,-1.0677527,0.92546195,0.37732899,0.031783111,1.1683788,0.0,0,0,1.0
300,0.035349343,0.04134896,-0.99845541,0.72975045,-0.38767722,0.92140538,0.024437612,-1.0617995,0.92104387,0.38624141,0.048603941,1.16002,0.0,0,0,1.0
301,0.94250441,-0.024138117,0.33324385,-0.68629289,-0.005858648,0.9960196,0.088715315,-0.5104121,-0.33406541,-0.085566759,0.93863016,-0.21541223,0.0,0,0,1.0
302,0.04536638,0.059828937,-0.99711293,0.73860961,-0.38908336,0.92037183,0.037526589,-1.0489135,0.92001116,0.38628459,0.065036267,1.1620997,0.0,0,0,1.0
303,0.049537156,0.068206117,-0.99637604,0.74271125,-0.38833588,0.92041457,0.043703847,-1.0470514,0.92011154,0.38479066,0.072085977,1.1557577,0.0,0,0,1.0
